ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Sales,year,month
10124,46,33.23,4,2.9806115750665874e+25,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,41,S24_3969,Signal Gift Stores,7025551838,8489 Strong St.,nan,Las Vegas,NV,83030,USA,nan,King,Sue,Small,5459497756265.303,2008,January
10149,26,38.98,9,1.1130673971473913e+24,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,41,S24_3969,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,nan,Brisbane,CA,94217,USA,nan,Taylor,Sue,Small,1055020093243.4374,2012,January
10162,37,38.98,7,1.872183747469514e+25,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,41,S24_3969,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,nan,San Francisco,CA,nan,USA,nan,Brown,Julie,Small,4326873868590.9414,2013,January
10173,35,33.23,11,3.348012609807096e+24,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,41,S24_3969,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,nan,Bergamo,nan,24100,Italy,EMEA,Rovelli,Giovanni,Small,1829757527599.5166,2014,January
10182,23,42.26,8,7.966336182760786e+23,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,892543342519.6105,2014,January
10193,22,41.03,12,4.407512800925107e+23,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,41,S24_3969,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,nan,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,663891015222.0096,2014,January
10204,39,33.23,2,7.957187403216613e+24,12/2/2003 0:00,Shipped,4,12,2003,Vintage Cars,41,S24_3969,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Small,2820848702645.467,2015,January
10214,44,34.88,5,3.0777491637003124e+25,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,41,S24_3969,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",nan,Madrid,nan,28023,Spain,EMEA,Sommer,Mart¡n,Small,5547746536838.46,2005,January
10227,27,43.9,8,3.8960657301506666e+24,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,41,S24_3969,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",nan,Lyon,nan,69004,France,EMEA,Saveley,Mary,Small,1973845416984.4878,2007,January
10242,46,36.93,1,6.935808836064509e+25,4/20/2004 0:00,Shipped,2,4,2004,Vintage Cars,41,S24_3969,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,nan,Kuo,Kee,Small,8328150356510.447,2008,January
10280,33,41.85,14,1.323351511206292e+25,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,41,S24_3969,Amica Models & Co.,011-4988555,Via Monte Bianco 34,nan,Torino,nan,10100,Italy,EMEA,Accorti,Paolo,Small,3637789866397.3047,2012,January
10288,33,40.62,3,1.042391524561619e+25,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,41,S24_3969,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,nan,69045,Singapore,APAC,Victorino,Wendy,Small,3228608871575.526,2013,January
10303,24,40.21,1,7.522505579229025e+23,10/6/2004 0:00,Shipped,4,10,2004,Vintage Cars,41,S24_3969,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",nan,Sevilla,nan,41101,Spain,EMEA,Roel,Jose Pedro,Small,867323790705.0068,2014,January
10312,31,35.29,15,2.051666737558308e+24,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,1432364038070.737,2014,January
10332,41,77.24,14,1.0116003585819365e+28,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,nan,Manchester,nan,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,100578345511443.78,2015,January
10346,22,97.44,4,4.459433057119151e+26,11/29/2004 0:00,Shipped,4,11,2004,Vintage Cars,41,S24_3969,Signal Gift Stores,7025551838,8489 Strong St.,nan,Las Vegas,NV,83030,USA,nan,King,Sue,Small,21117369763110.062,2015,January
10368,46,37.34,3,7.576299985890065e+25,1/19/2005 0:00,Shipped,1,1,2005,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,8704194383106.38,2006,January
10380,43,95.03,12,7.773802069257556e+28,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,41,S24_3969,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,278815388191856.38,2007,January
10408,15,36.93,1,8.866751430090537e+21,4/22/2005 0:00,Shipped,2,4,2005,Vintage Cars,41,S24_3969,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,nan,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,94163429366.66302,2009,January
10420,15,43.49,3,3.2797846863144985e+22,5/29/2005 0:00,In Process,2,5,2005,Vintage Cars,41,S24_3969,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,181101758310.47302,2010,January
10104,26,100.0,5,5.30872013329948e+27,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,72860964400009.69,2004,January
10115,44,100.0,1,9.246835701485014e+29,4/4/2003 0:00,Shipped,2,4,2003,Classic Cars,118,S24_4048,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,nan,Hernandez,Maria,Medium,961604684965969.5,2007,January
10127,20,96.99,7,2.0047288482456312e+26,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,118,S24_4048,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Small,14158844756001.922,2009,January
10141,40,94.62,1,4.210595096118764e+28,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,118,S24_4048,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",nan,Espoo,nan,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,205197346379497.9,2011,January
10152,23,100.0,3,3.800639186361944e+27,9/25/2003 0:00,Shipped,3,9,2003,Classic Cars,118,S24_4048,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,nan,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,61649324297691.57,2012,January
10165,24,99.36,8,1.0456409821517887e+27,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,118,S24_4048,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",nan,Singapore,nan,79903,Singapore,Japan,Natividad,Eric,Small,32336372433403.67,2013,January
10176,29,100.0,7,5.22269940261375e+27,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,118,S24_4048,L'ordine Souveniers,0522-556555,Strada Provinciale 124,nan,Reggio Emilia,nan,42100,Italy,EMEA,Moroni,Maurizio,Small,72268246157034.62,2014,January
10184,49,100.0,2,1.2730901766103796e+30,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,118,S24_4048,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",nan,Sevilla,nan,41101,Spain,EMEA,Roel,Jose Pedro,Medium,1128312978127248.0,2014,January
10195,34,100.0,2,3.511568211343904e+28,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,118,S24_4048,Mini Classics,9145554562,3758 North Pendale Street,nan,White Plains,NY,24067,USA,nan,Frick,Steve,Medium,187391787742790.47,2014,January
10207,28,100.0,3,6.229161302082675e+27,12/9/2003 0:00,Shipped,4,12,2003,Classic Cars,118,S24_4048,Diecast Collectables,6175552555,6251 Ingle Ln.,nan,Boston,MA,51003,USA,nan,Franco,Valarie,Small,78925035965038.84,2015,January
10220,37,100.0,7,4.115626516019156e+29,2/12/2004 0:00,Shipped,1,2,2004,Classic Cars,118,S24_4048,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,nan,2,Ireland,EMEA,Cassidy,Dean,Medium,641531489174082.2,2006,January
10230,45,100.0,5,2.5359290205498124e+29,3/15/2004 0:00,Shipped,1,3,2004,Classic Cars,118,S24_4048,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,nan,Frankfurt,nan,60528,Germany,EMEA,Keitel,Roland,Medium,503580085046044.3,2007,January
10246,46,100.0,1,2.5170714542960824e+30,5/5/2004 0:00,Shipped,2,5,2004,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,1586528113301520.5,2009,January
10271,22,100.0,1,7.901655197451217e+27,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,88891254898618.78,2011,January
10282,39,100.0,10,2.805693359047959e+29,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,529687960883382.6,2012,January
10292,27,100.0,4,4.653165724727506e+28,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,118,S24_4048,Land of Toys Inc.,2125557818,897 Long Airport Avenue,nan,NYC,NY,10022,USA,nan,Yu,Kwai,Medium,215711977523908.16,2013,January
10305,36,100.0,1,2.1540305944902047e+29,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,118,S24_4048,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,nan,Cambridge,MA,51247,USA,nan,Hernandez,Marta,Medium,464115351447267.3,2014,January
10314,38,100.0,10,6.5570086473916805e+28,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,118,S24_4048,Heintze Collectables,86 21 3555,Smagsloget 45,nan,Aaarhus,nan,8200,Denmark,EMEA,Ibsen,Palle,Medium,256066566489881.3,2014,January
10325,44,100.0,5,6.472211965376041e+29,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,118,S24_4048,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,nan,Stavern,nan,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,804500588276729.6,2015,January
10336,31,100.0,5,2.0708589146884853e+29,11/20/2004 0:00,Shipped,4,11,2004,Classic Cars,118,S24_4048,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",nan,Paris,nan,75012,France,EMEA,Bertrand,Marie,Medium,455066908782487.2,2015,January
10349,23,100.0,2,1.0535626421721992e+28,12/1/2004 0:00,Shipped,4,12,2004,Classic Cars,118,S24_4048,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,nan,Young,Jeff,Medium,102643199588292.22,2016,January
10359,22,100.0,7,2.1078841318389823e+27,12/15/2004 0:00,Shipped,4,12,2004,Classic Cars,118,S24_4048,Reims Collectables,26.47.1555,59 rue de l'Abbaye,nan,Reims,nan,51100,France,EMEA,Henriot,Paul,Small,45911699291563.83,2016,January
10371,28,50.32,9,1.5530638475051906e+25,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Small,3940893106270.6973,2006,January
10383,21,93.91,4,2.287963449393159e+26,2/22/2005 0:00,Shipped,1,2,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Small,15126015501093.336,2007,January
10394,37,100.0,7,5.410046783861534e+29,3/15/2005 0:00,Shipped,1,3,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,735530202225682.5,2008,January
10412,31,100.0,1,1.0708445769655615e+29,5/3/2005 0:00,Shipped,2,5,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,327237616567160.8,2010,January
10103,25,100.0,15,4.641784862874556e+27,1/29/2003 0:00,Shipped,1,1,2003,Vintage Cars,97,S24_4258,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,nan,Stavern,nan,4110,Norway,EMEA,Bergulfsen,Jonas,Small,68130645548641.0,2004,January
10111,26,86.68,3,6.654845924058045e+26,3/25/2003 0:00,Shipped,1,3,2003,Vintage Cars,97,S24_4258,Mini Wheels Co.,6505555787,5557 North Pendale Street,nan,San Francisco,CA,nan,USA,nan,Murphy,Julie,Small,25796988049107.68,2006,January
10126,34,100.0,15,2.674832972965454e+28,5/28/2003 0:00,Shipped,2,5,2003,Vintage Cars,97,S24_4258,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",nan,Madrid,nan,28023,Spain,EMEA,Sommer,Mart¡n,Medium,163549166092813.03,2008,January
10139,29,100.0,4,1.3270552768308612e+28,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,97,S24_4258,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,115197885259706.97,2010,January
10149,20,90.57,1,1.1590839903536537e+26,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,97,S24_4258,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,nan,Brisbane,CA,94217,USA,nan,Taylor,Sue,Small,10766076306406.404,2012,January
10163,42,91.55,5,4.778164664634683e+28,10/20/2003 0:00,Shipped,4,10,2003,Vintage Cars,97,S24_4258,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,nan,Hernandez,Maria,Medium,218590133918131.88,2013,January
10173,22,100.0,3,1.90987875996903e+27,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,97,S24_4258,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,nan,Bergamo,nan,24100,Italy,EMEA,Rovelli,Giovanni,Small,43702159671680.19,2014,January
10183,47,100.0,12,4.131157024914375e+29,11/13/2003 0:00,Shipped,4,11,2003,Vintage Cars,97,S24_4258,"Classic Gift Ideas, Inc",2155554695,782 First Street,nan,Philadelphia,PA,71270,USA,nan,Cervantes,Francisca,Medium,642740773945015.5,2014,January
10193,20,100.0,4,7.277037307494219e+26,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,97,S24_4258,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,nan,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,26975984333281.0,2014,January
10206,33,97.39,10,1.1382206112773791e+28,12/5/2003 0:00,Shipped,4,12,2003,Vintage Cars,97,S24_4258,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,nan,Vancouver,BC,V3F 2K1,Canada,nan,Tannamuri,Yoshi,Medium,106687422467570.16,2015,January
10215,39,90.57,7,2.423214160175009e+28,1/29/2004 0:00,Shipped,1,1,2004,Vintage Cars,97,S24_4258,West Coast Collectables Co.,3105553722,3675 Furth Circle,nan,Burbank,CA,94019,USA,nan,Thompson,Steve,Medium,155666764602307.1,2005,January
10228,33,100.0,6,1.8136727912169136e+28,3/10/2004 0:00,Shipped,1,3,2004,Vintage Cars,97,S24_4258,Cambridge Collectables Co.,6175555555,4658 Baden Av.,nan,Cambridge,MA,51247,USA,nan,Tseng,Kyung,Medium,134672669507102.06,2007,January
10244,40,86.68,4,2.0884839968640325e+28,4/29/2004 0:00,Shipped,2,4,2004,Vintage Cars,97,S24_4258,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,144515881371703.66,2008,January
10257,46,78.89,4,3.0077262208344405e+28,6/14/2004 0:00,Shipped,2,6,2004,Vintage Cars,97,S24_4258,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,nan,San Jose,CA,94217,USA,nan,Frick,Sue,Medium,173427974122816.78,2010,January
10269,48,97.39,2,2.28057744949204e+29,7/16/2004 0:00,Shipped,3,7,2004,Vintage Cars,97,S24_4258,Salzburg Collectables,6562-9555,Geislweg 14,nan,Salzburg,nan,5020,Austria,EMEA,Pipps,Georg,Medium,477553918368600.56,2011,January
10280,21,78.89,6,5.674531437005315e+25,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,97,S24_4258,Amica Models & Co.,011-4988555,Via Monte Bianco 34,nan,Torino,nan,10100,Italy,EMEA,Accorti,Paolo,Small,7532948584057.45,2012,January
10290,45,100.0,1,5.115228619115115e+29,9/7/2004 0:00,Shipped,3,9,2004,Vintage Cars,97,S24_4258,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,nan,Brickhaven,MA,58339,USA,nan,Taylor,Leslie,Medium,715208264711413.6,2013,January
10304,33,100.0,10,1.5582749458832712e+28,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,97,S24_4258,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",nan,Versailles,nan,78000,France,EMEA,Tonini,Daniel,Medium,124830883433678.83,2014,January
10312,44,100.0,7,3.242135756085403e+29,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,97,S24_4258,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,569397554972393.9,2014,January
10324,33,100.0,3,2.381551980245685e+30,11/5/2004 0:00,Shipped,4,11,2004,Vintage Cars,97,S24_4258,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,nan,Frick,Michael,Medium,1543227779767356.5,2015,January
10333,39,100.0,1,1.467731445582405e+29,11/18/2004 0:00,Shipped,4,11,2004,Vintage Cars,97,S24_4258,Mini Wheels Co.,6505555787,5557 North Pendale Street,nan,San Francisco,CA,nan,USA,nan,Murphy,Julie,Medium,383109833544168.5,2015,January
10348,39,50.31,2,2.1966021018082536e+26,11/1/2004 0:00,Shipped,4,11,2004,Vintage Cars,97,S24_4258,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",nan,Madrid,nan,28023,Spain,EMEA,Sommer,Mart¡n,Small,14820938235510.78,2015,January
10358,41,100.0,6,4.830617195011562e+30,12/10/2004 0:00,Shipped,4,12,2004,Vintage Cars,97,S24_4258,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,2197866509825281.0,2016,January
10369,40,86.92,3,2.1351956294120616e+28,1/20/2005 0:00,Shipped,1,1,2005,Vintage Cars,97,S24_4258,Collectables For Less Inc.,6175558555,7825 Douglas Av.,nan,Brickhaven,MA,58339,USA,nan,Nelson,Allen,Medium,146123086109350.34,2006,January
10382,33,100.0,4,1.9791400938922727e+29,2/17/2005 0:00,Shipped,1,2,2005,Vintage Cars,97,S24_4258,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,nan,San Rafael,CA,97562,USA,nan,Nelson,Valarie,Medium,444875273969263.5,2007,January
10423,28,78.89,4,5.668131264374029e+26,5/30/2005 0:00,In Process,2,5,2005,Vintage Cars,97,S24_4258,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,nan,Bruxelles,nan,B-1180,Belgium,EMEA,Dewey,Catherine,Small,23807837500230.945,2010,January
10106,26,63.76,3,5.703917703649002e+25,2/17/2003 0:00,Shipped,1,2,2003,Planes,72,S24_4278,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,nan,Bergamo,nan,24100,Italy,EMEA,Rovelli,Giovanni,Small,7552428552226.762,2005,January
10120,29,85.49,9,1.4272712568996985e+27,4/29/2003 0:00,Shipped,2,4,2003,Planes,72,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,37779243731177.29,2007,January
10133,46,77.52,4,2.6144044001853625e+28,6/27/2003 0:00,Shipped,2,6,2003,Planes,72,S24_4278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,161691199518878.03,2009,January
10145,33,84.77,15,3.750152980143313e+27,8/25/2003 0:00,Shipped,3,8,2003,Planes,72,S24_4278,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,nan,Pasadena,CA,90003,USA,nan,Young,Julie,Small,61238492634480.42,2011,January
10168,48,78.25,10,3.96099841620306e+28,10/28/2003 0:00,Shipped,4,10,2003,Planes,72,S24_4278,Technics Stores Inc.,6505556809,9408 Furth Circle,nan,Burlingame,CA,94217,USA,nan,Hirano,Juri,Medium,199022571991296.0,2013,January
10210,40,71.0,8,4.2320103423722193e+27,1/12/2004 0:00,Shipped,1,1,2004,Planes,72,S24_4278,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",nan,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,65053903360000.0,2005,January
10223,23,74.62,10,7.527740609486021e+25,2/20/2004 0:00,Shipped,1,2,2004,Planes,72,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,8676255303692.96,2006,January
10235,40,81.14,4,1.2312888807806963e+28,4/2/2004 0:00,Shipped,2,4,2004,Planes,72,S24_4278,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,nan,Tsawassen,BC,T2F 8M4,Canada,nan,Lincoln,Elizabeth,Medium,110963457082982.8,2008,January
10250,37,74.62,5,3.3764144494401583e+27,5/11/2004 0:00,Shipped,2,5,2004,Planes,72,S24_4278,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,nan,San Jose,CA,94217,USA,nan,Frick,Sue,Small,58106922560398.586,2009,January
10263,24,75.35,11,1.143815524924875e+26,6/28/2004 0:00,Shipped,2,6,2004,Planes,72,S24_4278,Gift Depot Inc.,2035552570,25593 South Bay Ln.,nan,Bridgewater,CT,97562,USA,nan,King,Julie,Small,10694931158847.518,2010,January
10275,27,62.31,10,6.417592296310419e+25,7/23/2004 0:00,Shipped,3,7,2004,Planes,72,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",nan,Nantes,nan,44000,France,EMEA,Labrune,Janine,Small,8010987639679.903,2011,January
10284,21,71.0,2,2.4424244994177536e+25,8/21/2004 0:00,Shipped,3,8,2004,Planes,72,S24_4278,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",nan,Oslo,nan,N 0106,Norway,EMEA,Klaeboe,Jan,Small,4942089132561.0,2012,January
10297,23,72.45,5,5.944698135859548e+25,9/16/2004 0:00,Shipped,3,9,2004,Planes,72,S24_4278,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,nan,2,Ireland,EMEA,Cassidy,Dean,Small,7710186856269.793,2013,January
10308,44,83.32,8,3.2629881913672747e+28,10/15/2004 0:00,Shipped,4,10,2004,Planes,72,S24_4278,Mini Classics,9145554562,3758 North Pendale Street,nan,White Plains,NY,24067,USA,nan,Frick,Steve,Medium,180637432205157.16,2014,January
10317,35,83.32,1,5.230442655291208e+27,11/2/2004 0:00,Shipped,4,11,2004,Planes,72,S24_4278,Technics Stores Inc.,6505556809,9408 Furth Circle,nan,Burlingame,CA,94217,USA,nan,Hirano,Juri,Small,72321799308999.55,2015,January
10328,43,60.86,4,2.1999014644170275e+27,11/12/2004 0:00,Shipped,4,11,2004,Planes,72,S24_4278,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,nan,Bergamo,nan,24100,Italy,EMEA,Rovelli,Giovanni,Small,46903107193628.734,2015,January
10340,40,84.77,1,1.747500850883989e+28,11/24/2004 0:00,Shipped,4,11,2004,Planes,72,S24_4278,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",nan,Barcelona,nan,8022,Spain,EMEA,Saavedra,Eduardo,Medium,132193072847407.14,2015,January
10353,35,89.9,3,9.607754308508668e+27,12/4/2004 0:00,Shipped,4,12,2004,Planes,72,S24_4278,Gift Ideas Corp.,2035554407,2440 Pompton St.,nan,Glendale,CT,97561,USA,nan,Lewis,Dan,Medium,98019152763675.06,2016,January
10361,25,62.46,1,3.53456447801532e+25,12/17/2004 0:00,Shipped,4,12,2004,Planes,72,S24_4278,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,5945220330665.0625,2016,January
10375,43,100.0,2,1.0321225796201386e+32,2/3/2005 0:00,Shipped,1,2,2005,Planes,72,S24_4278,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",nan,Nantes,nan,44000,France,EMEA,Labrune,Janine,Large,1.0159343382424568e+16,2007,January
10386,50,63.34,8,1.012009308024698e+28,3/1/2005 0:00,Resolved,1,3,2005,Planes,72,S24_4278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",nan,Madrid,nan,28034,Spain,EMEA,Freyre,Diego,Medium,100598673352321.0,2008,January
10398,45,78.25,14,2.3636048907709005e+28,3/30/2005 0:00,Shipped,1,3,2005,Planes,72,S24_4278,Reims Collectables,26.47.1555,59 rue de l'Abbaye,nan,Reims,nan,51100,France,EMEA,Henriot,Paul,Medium,153740199387502.44,2008,January
10401,52,81.14,4,1.0044001664785205e+29,4/3/2005 0:00,On Hold,2,4,2005,Planes,72,S24_4278,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,nan,Newark,NJ,94019,USA,nan,Brown,William,Medium,316922729774707.1,2009,January
10416,48,74.62,5,2.7087682892857973e+28,5/10/2005 0:00,Shipped,2,5,2005,Planes,72,S24_4278,L'ordine Souveniers,0522-556555,Strada Provinciale 124,nan,Reggio Emilia,nan,42100,Italy,EMEA,Moroni,Maurizio,Medium,164583361531042.9,2010,January
10108,31,68.71,10,4.236948049340541e+26,3/3/2003 0:00,Shipped,1,3,2003,Classic Cars,80,S24_4620,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,nan,Makati City,nan,1227 MM,Philippines,Japan,Cruz,Arnold,Small,20583848156602.16,2006,January
